variant,date,c,c_lb,c_ub,k,k_lb,k_ub,qt,qt_lb,qt_ub
Omicron_BA2,2022-02-08,1.0,1.0,1.0,1.3365347077055447,1.3126985885468259,1.3644874452120468,0.02792802884366117,0.02055619675358434,0.03441372950194285
