t_Omicron_BA2,c_Omicron_BA2,k_Omicron_BA2,qt_Omicron_BA2,maxll,convergence
2022-02-08,1.0,1.3265385618717707,0.1111210015081128,-46.1020905295103,FTOL_REACHED
