date,Omicron_BA2,Omicron_BA1,average_c,average_k,Omicron_BA2_lb,Omicron_BA2_ub,Omicron_BA1_lb,Omicron_BA1_ub,average_c_lb,average_c_ub,average_k_lb,average_k_ub
2022-05-18,0.9943104058131484,0.005689594186851554,1.0,1.32668232808113,0.9908942089438196,0.9963543289900836,0.003645671009916418,0.009105791056180368,1.0,1.0,1.2935620641138015,1.3693861599035502
2022-05-19,0.9947615028493652,0.0052384971506348466,1.0,1.3268305367583402,0.9915564947871818,0.9966727911876787,0.0033272088123212917,0.008443505212818225,1.0,1.0,1.2937582727478372,1.369504225861434
2022-05-20,0.9951769903958759,0.004823009604124073,1.0,1.326967045878821,0.9921709560706166,0.9969635095224337,0.003036490477566267,0.007829043929383439,1.0,1.0,1.2939403128900189,1.3696120061220944
2022-05-21,0.9955596557357371,0.004440344264262874,1.0,1.3270927712090308,0.9927409977965186,0.9972288884586722,0.0027711115413278087,0.007259002203481413,1.0,1.0,1.2941091933054825,1.3697103921112193
2022-05-22,0.9959120716022946,0.004087928397705443,1.0,1.3272085580247643,0.9932697893579517,0.9974711261713561,0.002528873828643863,0.006730210642048262,1.0,1.0,1.2942658529578037,1.369800198775243
2022-05-23,0.9962366121393433,0.003763387860656664,1.0,1.3273151863548913,0.993760279876677,0.9976922318927836,0.0023077681072164458,0.006239720123322967,1.0,1.0,1.294411165553039,1.3698821710124225
2022-05-24,0.9965354677598302,0.0034645322401698486,1.0,1.3274133758632078,0.9942152126815559,0.9978940418599628,0.002105958140037223,0.005784787318444118,1.0,1.0,1.294545943829093,1.3699569895851305
2022-05-25,0.9968106589655124,0.003189341034487647,1.0,1.3275037903889073,0.9946371389545942,0.9980782339653913,0.0019217660346086962,0.005362861045405842,1.0,1.0,1.2946709435984918,1.370025276551453
2022-05-26,0.9970640491887472,0.002935950811252752,1.0,1.3275870421657725,0.995028430574622,0.9982463412082174,0.0017536587917825752,0.00497156942537802,1.0,1.0,1.29478686755345,1.3700876002520408
2022-05-27,0.9972973567158914,0.00270264328410863,1.0,1.327663695739627,0.9953912921905221,0.9983997640370011,0.0016002359629988527,0.004608707809477863,1.0,1.0,1.2948943688426793,1.3701444798860396
2022-05-28,0.9975121657498074,0.002487834250192611,1.0,1.3277342716029412,0.9957277725571742,0.9985397816695711,0.001460218330428864,0.004272227442825849,1.0,1.0,1.2949940544297749,1.3701963897077856
2022-05-29,0.9977099366666783,0.0022900633333217124,1.0,1.327799249564725,0.9960397751679636,0.9986675624699102,0.001332437530089825,0.003960224832036396,1.0,1.0,1.2950864882431987,1.3702437628739106
2022-05-30,0.9978920155199671,0.0021079844800329095,1.0,1.3278590718730694,0.9963290682179664,0.9987841734565892,0.0012158265434107918,0.003670931782033593,1.0,1.0,1.2951721941279704,1.3702869949684764
2022-05-31,0.9980596428418249,0.0019403571581750878,1.0,1.3279141461068644,0.9965972939317399,0.9988905890120754,0.0011094109879246083,0.0034027060682600974,1.0,1.0,1.2952516586091156,1.3703264472318444
2022-06-01,0.998213961789677,0.001786038210322971,1.0,1.3279648478523722,0.9968459772892525,0.9989876988572988,0.001012301142701233,0.003154022710747495,1.0,1.0,1.2953253334768093,1.370362449517148
2022-06-02,0.9983560256831754,0.0016439743168246146,1.0,1.3280115231795064,0.9970765341827721,0.999076315351131,0.0009236846488690498,0.0029234658172279104,1.0,1.0,1.2953936382029307,1.370395302996486
2022-06-03,0.998486804974129,0.0015131950258709947,1.0,1.3280544909318137,0.997290279036684,0.9991571801700111,0.0008428198299889056,0.002709720963316009,1.0,1.0,1.2954569621985115,1.370425282637311
2022-06-04,0.9986071936895411,0.001392806310458905,1.0,1.3280940448433445,0.9974884319211891,0.9992309704187383,0.0007690295812616821,0.002511568078810922,1.0,1.0,1.295515666921236,1.3704526394679308
2022-06-05,0.9987180153854257,0.0012819846145742941,1.0,1.3281304554947888,0.9976721251897163,0.999298304219548,0.000701695780451983,0.0023278748102837366,1.0,1.0,1.2955700878418408,1.3704776026495913
2022-06-06,0.9988200286467488,0.001179971353251208,1.0,1.3281639721204916,0.9978424096687104,0.9993597458228978,0.0006402541771022285,0.002157590331289594,1.0,1.0,1.2956205362778985,1.3705003813712362
2022-06-07,0.9989139321665361,0.0010860678334638774,1.0,1.3281948242772021,0.9980002604271878,0.9994158102799701,0.0005841897200299373,0.001999739572812187,1.0,1.0,1.2956673011031064,1.370521166581781
2022-06-08,0.99900036943507,0.0009996305649300208,1.0,1.3282232233847169,0.9981465821522214,0.9994669677137112,0.0005330322862887593,0.0018534178477785934,1.0,1.0,1.295710650339824,1.3705401325735473
2022-06-09,0.9990799330679841,0.0009200669320158505,1.0,1.328249364147882,0.9982822141552181,0.9995136472222597,0.0004863527777403398,0.0017177858447818828,1.0,1.0,1.2957508326422333,1.3705574384294132
2022-06-10,0.999153168800145,0.0008468311998549582,1.0,1.3282734258687903,0.9984079350325974,0.9995562404458698,0.0004437595541302297,0.0015920649674026066,1.0,1.0,1.2957880786771103,1.3705732293452044
